"anio","bimestre","id_tipoEmision","id_tipoUso","id_alcaldia ","id_colonia","manzana","region","id_tipoDesarrollo","consumo"
2017,3,1,3,5,514,118,62,2,"0"
2019,3,1,3,5,547,140,45,3,"378.13"
2017,4,1,1,5,727,769,45,4,"98.83"
2019,2,1,3,7,925,15,65,4,"153.11"
2017,5,1,2,5,551,7,315,3,"367.58"
2017,5,1,1,7,869,855,47,2,"54.2"
2019,5,1,2,6,700,12,64,2,"602.69"
2019,6,2,1,6,700,340,64,2,"78.8"
2021,3,1,2,13,1500,751,58,1,"58.8"
2021,2,1,1,16,1153,69,28,1,"251.14"
2017,3,1,3,5,687,161,15,2,"138.44"
2021,3,1,1,16,1096,8,29,4,"857.05"
2017,5,1,2,15,418,72,4,4,"105.56"
2017,2,1,2,10,1592,713,336,4,"92.55"
2017,2,2,1,5,1189,659,61,2,"20.12"
2017,2,1,1,5,271,430,48,2,"372.72"
2017,2,1,3,5,563,951,68,2,"283.04"
2021,6,1,2,7,942,257,67,2,"119.84"
2021,1,1,1,16,1153,56,328,2,"69.03"
2017,1,1,1,6,720,679,46,4,"995.7"
2017,1,1,1,7,989,539,69,2,"421.38"
2017,5,1,2,3,273,461,60,1,"131.15"
2017,5,1,2,15,461,147,10,1,"363.34"
2019,2,1,2,7,880,786,465,4,"84.88"
2019,3,1,1,17,1474,138,22,3,"455.64"
2017,3,2,1,10,1694,526,336,4,"50.52"
2017,6,1,1,8,1069,251,55,2,"201.28"
2017,5,2,1,3,343,122,52,1,"109.04"
2021,5,1,2,8,427,50,55,2,"460.76"
2019,4,2,1,5,486,652,66,2,"97"
2018,3,1,3,6,723,954,46,4,"69.42"
2017,1,1,2,15,418,105,2,1,"106.8"
2018,3,1,1,13,265,21,158,4,"248.89"
2017,3,2,1,10,1800,355,377,4,"123.96"
2019,4,1,3,5,591,156,45,1,"31.47"
2017,4,1,2,15,418,107,2,3,"2193.28"
2017,6,1,1,5,547,134,45,4,"51.24"
2017,6,2,1,3,804,59,260,4,"106.92"
2018,4,2,1,6,729,659,24,4,"99.48"
2017,1,1,2,7,789,745,67,2,"89.1"
2021,6,1,1,7,832,688,47,2,"374.96"
2018,4,1,3,17,1438,84,18,4,"221.71"
2017,5,2,1,6,1429,761,364,2,"303.45"
2017,6,1,3,15,458,16,27,1,"1643.55"
2018,5,2,1,6,1189,304,46,2,"413.61"
2017,5,1,1,10,1663,303,37,2,"1162.05"
2021,4,1,1,13,49,315,58,3,"1.83"
2017,1,1,3,5,563,218,168,4,"0"
2019,3,1,1,17,1447,66,23,2,"56.12"
2017,5,2,1,5,603,364,45,3,"63.18"
2017,3,2,1,16,1109,198,32,2,"232.08"
2017,3,1,1,3,349,801,60,2,"4.27"
2018,1,2,1,13,1605,275,771,4,"175.41"
2019,3,1,2,5,538,105,145,4,"177.64"
2019,5,1,1,5,486,727,66,3,"42.09"
2019,2,1,1,17,1447,230,23,2,"33.06"
2017,1,1,1,5,1287,621,63,2,"19.51"
2017,1,2,1,10,1290,819,54,2,"382.33"
2017,3,1,3,15,458,16,27,1,"1510.55"
2019,4,1,1,6,700,363,64,2,"999.08"
2017,5,1,1,10,1650,932,76,4,"26.84"
2017,6,1,1,5,664,123,145,4,"93.15"
2017,1,1,1,6,1429,320,364,2,"1153.28"
2017,4,1,2,10,187,434,54,2,"13"
2019,6,1,2,6,700,682,64,2,"471.6"
2019,5,1,2,17,1410,105,17,2,"18.2"
2017,1,1,3,6,1429,781,364,2,"711.86"
2017,3,1,1,5,609,785,45,2,"209.13"
2017,2,1,1,5,664,144,145,2,"907.7"
2017,6,1,2,5,609,45,62,2,"94.66"
2018,2,2,1,13,708,667,158,2,"40.54"
2017,6,1,1,7,175,259,42,2,"679.07"
2019,2,1,2,6,742,616,24,1,"4.88"
2019,2,1,3,6,717,157,146,4,"12.79"
2019,4,2,1,17,1429,322,21,4,"3222.3"
2017,1,1,1,10,1660,662,376,4,"393.04"
2017,1,1,3,8,1079,421,55,1,"115.08"
2021,5,1,1,7,989,414,69,2,"321.94"
2017,6,1,3,6,717,334,46,2,"1.83"
2017,1,1,1,16,1084,246,33,2,"79.09"
2018,3,1,2,17,1458,35,20,2,"172.06"
2017,4,1,1,5,661,414,62,3,"1032.93"
2017,3,1,2,6,717,247,46,2,"134.83"
2017,4,1,1,3,804,409,160,2,"1036.38"
2021,6,1,1,7,781,493,267,2,"211.63"
2017,5,1,3,5,488,385,66,3,"88.45"
2017,6,1,3,8,1069,243,55,2,"46.97"
2017,3,1,3,5,687,169,15,4,"7.32"
2017,2,1,3,5,593,265,61,3,"3317.18"
2018,6,1,1,17,1476,210,19,2,"1013.39"
2019,1,2,1,17,928,314,18,2,"19.6"
2019,1,1,2,7,212,539,369,4,"68.02"
2019,2,1,3,7,853,344,47,2,"844.54"
2019,3,1,2,5,551,743,61,3,"2.44"
2018,3,1,1,13,857,792,58,3,"298.08"
2018,5,2,1,17,1410,99,17,2,"562.24"
2017,1,1,1,15,471,290,11,3,"186.48"
2017,4,1,2,15,418,34,1,1,"329.14"
2018,4,2,1,17,1421,263,18,2,"60.24"
2017,3,1,2,5,568,55,62,2,"265.72"
2017,6,1,3,15,458,98,27,1,"1743.89"
2017,4,1,1,5,479,434,48,2,"18.06"
2017,2,1,2,10,1592,787,336,4,"216.55"
2017,3,1,2,10,1571,479,336,4,"25.02"
2019,3,1,1,17,1447,272,23,2,"267.25"
2017,3,1,3,16,1104,57,428,1,"753.59"
2019,2,1,1,6,729,381,24,2,"14.57"
2017,6,1,2,7,891,926,67,2,"368.54"
2017,3,1,1,4,401,510,56,4,"106.75"
2017,1,1,3,5,587,526,63,2,"15.93"
2018,4,1,2,13,1189,221,58,4,"43.41"
2019,5,1,1,6,1429,765,364,2,"1504.44"
2021,6,1,1,13,49,167,372,2,"282.03"
2019,2,1,1,7,209,40,267,2,"341.81"
2021,3,1,1,13,1500,765,58,3,"276.2"
2019,3,1,2,5,489,774,63,4,"294.66"
2021,6,1,2,7,844,640,147,4,"29.52"
2017,1,1,3,6,714,520,64,3,"34.23"
2017,2,1,2,15,468,13,12,2,"104.29"
2017,5,1,2,5,642,784,61,4,"30.5"
2019,4,1,3,5,510,557,66,2,"90.52"
2017,3,1,1,6,717,419,46,2,"955.61"
2017,5,1,2,3,1189,142,159,1,"21.48"
2017,4,1,2,10,1759,55,154,2,"303.24"
2017,4,1,1,5,664,159,145,3,"601.65"
2017,1,1,3,5,563,220,168,4,"0"
2017,4,1,3,7,989,711,369,2,"27.19"
2019,4,1,2,5,624,873,61,2,"47.73"
2019,4,1,2,17,1442,123,22,3,"622.23"
2021,3,1,1,16,1164,32,29,1,"539.41"
2021,5,2,1,13,39,338,371,2,"18.13"
2017,6,1,3,3,316,663,159,4,"1380.17"
2017,3,1,3,10,1691,638,37,2,"0"
2019,5,2,1,5,510,541,66,2,"24.25"
2019,5,1,1,17,1407,29,18,2,"120.68"
2019,2,1,1,17,1447,280,23,2,"822.6"
2017,4,1,3,6,717,440,46,4,"1.86"
2017,5,1,3,6,717,352,46,2,"9.76"
2021,5,1,1,8,1063,19,155,2,"81.29"
2017,5,1,2,15,418,34,1,1,"379.15"
2017,3,2,1,3,299,556,60,1,"28.17"
2017,1,1,3,5,661,426,62,3,"31.86"
2017,5,1,2,10,1618,109,37,4,"15.66"
2017,1,1,3,7,989,370,69,2,"140.69"
2018,5,1,1,6,737,607,46,4,"453.26"
2019,3,1,2,6,569,317,46,2,"188.18"
2017,3,1,1,15,458,29,10,1,"61.95"
2018,1,1,2,13,1605,272,771,4,"22.41"
2021,1,1,3,16,1101,110,28,4,"85.03"
2019,4,1,3,5,632,307,61,1,"9.92"
2017,1,1,1,7,807,844,465,4,"70.13"
2017,1,1,1,15,87,46,11,4,"433.44"
2017,1,1,1,16,1110,39,33,2,"19.19"
2017,1,1,2,15,471,290,11,3,"254.84"
2017,3,1,2,16,1146,197,31,4,"128.96"
2017,6,1,1,5,584,465,48,2,"1675.07"
2017,6,1,1,15,417,160,9,3,"591.93"
2017,5,1,1,7,1013,202,147,2,"17.69"
2019,6,2,1,6,700,135,64,2,"19.7"
2019,4,2,1,17,1439,197,21,2,"18.46"
2021,2,1,1,16,1155,18,30,4,"517.81"
2021,5,1,3,7,989,377,69,2,"0"
2017,1,1,1,10,1710,481,54,2,"416.72"
2018,3,2,1,6,742,341,24,1,"23.09"
2017,1,1,3,5,202,430,45,3,"29.5"
2018,4,2,1,17,445,411,18,2,"120.48"
2017,2,1,1,5,687,63,315,2,"53.94"
2018,5,1,1,17,1407,118,18,2,"506.44"
2017,5,1,1,15,418,73,6,4,"88.89"
2017,4,1,3,15,433,32,7,4,"767.16"
2019,1,1,2,17,1436,496,23,2,"48.38"
2017,5,1,1,10,1745,139,376,3,"607.8"
2019,5,1,1,17,1440,198,17,4,"120.77"
2017,6,1,1,5,538,210,145,2,"230.56"
2017,3,1,3,5,550,113,16,3,"27.11"
2019,2,1,1,7,926,620,67,2,"16.88"
2017,4,1,1,3,804,469,160,2,"2627.26"
2021,6,1,2,7,209,17,267,4,"154.8"
2019,3,2,1,5,538,105,145,4,"36.3"
2017,1,1,2,6,714,209,64,2,"237.76"
2018,3,1,1,13,1189,43,58,4,"63.44"
2017,5,1,1,5,684,403,45,4,"72.59"
2018,4,1,1,6,717,426,46,2,"600.76"
2017,6,1,1,8,1069,192,755,4,"315.1"
2021,5,1,1,8,1072,192,254,2,"119.85"
2017,3,2,1,10,1694,761,336,4,"25.26"
2017,1,1,1,6,723,959,46,3,"982.91"
2017,3,2,1,5,609,790,45,2,"19.94"
2017,2,1,1,10,1574,520,54,4,"60.08"
2017,5,1,1,15,461,253,10,2,"2257.25"
2021,6,1,1,7,832,402,147,2,"422.1"
2019,2,1,1,7,829,194,367,2,"214.88"
2017,5,1,2,5,642,398,61,2,"128.12"
2017,1,1,1,8,1072,197,254,3,"829.79"
2019,3,1,2,6,1429,863,364,2,"838.01"
2017,5,2,1,5,543,108,48,3,"127.62"
2017,4,1,1,10,1771,845,154,2,"568.04"
2017,3,1,3,6,715,539,46,2,"23.76"
2017,3,2,1,3,578,826,160,1,"58.38"
2017,4,1,3,6,717,372,46,2,"6.68"
2017,1,1,1,15,418,66,4,2,"1082.66"
2019,1,1,2,7,952,254,167,2,"153.16"
2021,3,1,1,13,1521,955,158,1,"47.24"
2017,1,1,2,5,645,98,66,2,"202.55"
2019,4,1,1,5,632,706,61,3,"1279.27"
2019,3,1,2,5,607,606,61,2,"624.75"
2019,2,1,1,6,729,395,24,1,"908.49"
2017,6,1,1,3,349,816,60,3,"50.02"
2017,1,1,2,15,461,228,10,2,"145.83"
2017,4,1,2,5,271,208,48,3,"92.73"
2017,5,1,1,6,717,467,46,4,"43.92"
2017,4,1,1,5,664,575,45,1,"291.85"
2019,3,1,1,17,1447,185,23,2,"47.21"
2017,1,1,3,7,989,381,69,2,"0"
2019,2,1,1,17,1447,75,23,1,"283.14"
2017,4,1,1,7,811,880,569,2,"136.28"
2019,3,1,2,17,1474,42,22,3,"332.46"
2018,1,1,1,13,1296,729,58,2,"182.95"
2018,4,1,2,13,1189,136,158,1,"186.85"
2019,6,1,2,6,700,36,64,2,"55.55"
2017,5,1,2,7,827,274,42,2,"26.84"
2018,2,1,2,13,708,685,158,4,"73.19"
2017,3,1,3,15,458,24,10,3,"1334.87"
2017,1,1,2,10,1758,743,77,2,"0"
2019,4,1,2,17,1474,213,22,2,"47.75"
2017,5,1,2,10,1680,282,377,4,"0.48"
2019,3,1,2,5,986,677,61,2,"128.72"
2017,3,1,2,16,1118,141,35,1,"1564.94"
2018,6,1,2,17,1483,242,18,2,"201.5"
2017,3,1,2,4,401,524,56,4,"110.42"
2017,3,1,1,10,1511,210,37,2,"28.76"
2021,6,1,2,7,844,225,67,4,"126"
2017,2,2,1,15,468,57,12,2,"880.64"
2017,6,1,3,5,609,209,62,2,"245.65"
2017,3,1,3,5,687,27,315,3,"248.47"
2017,6,1,1,6,717,328,46,2,"264.12"
2017,5,1,1,7,928,67,765,4,"42872.95"
2019,1,1,1,17,1454,13,423,4,"384.62"
2021,1,1,1,16,1104,116,428,3,"9487.94"
2019,4,1,1,6,700,150,64,4,"243.99"
2017,5,1,2,10,1621,361,376,4,"16.8"
2017,1,1,1,16,1110,183,33,2,"149.41"
2018,3,1,3,17,1458,115,20,3,"232.51"
2018,4,1,1,17,1474,39,22,4,"331.14"
2019,3,1,1,6,1429,366,364,4,"94.56"
2019,5,1,2,17,1407,36,18,2,"107.66"
2018,5,1,1,17,1480,131,18,2,"294.59"
2017,6,1,3,15,458,99,27,1,"1719.34"
2021,6,1,1,13,1547,30,772,4,"441.32"
2019,4,1,1,5,488,371,66,3,"368.01"
2017,4,1,1,15,472,68,7,4,"672.75"
2017,6,2,1,5,664,123,145,1,"23.36"
2017,1,2,1,5,557,3,15,1,"44.54"
2019,5,1,2,6,1429,340,364,2,"691.47"
2017,4,1,1,5,544,296,48,2,"397.79"
2021,6,1,1,7,827,277,42,2,"578.65"
2017,5,1,1,3,1189,142,159,4,"29.74"
2017,4,1,1,10,1685,391,54,4,"124.98"
2019,1,2,1,7,212,469,369,2,"146.93"
2019,2,1,3,7,771,198,167,2,"19.52"
2017,3,2,1,5,661,63,145,4,"19.94"
2017,5,2,1,6,739,833,46,4,"24.34"
2017,1,1,3,15,471,270,11,3,"1553.61"
2018,3,1,1,13,1500,773,58,3,"118.95"
2017,1,1,3,15,418,130,307,2,"1050.27"
2018,5,1,2,6,717,371,46,2,"114.58"
2018,3,1,1,6,729,429,24,3,"523.61"
2017,6,2,1,3,275,583,60,2,"450.72"
2017,3,1,1,16,1106,105,29,1,"866.74"
2018,4,1,3,6,747,25,46,2,"929.58"
2019,5,1,1,5,635,307,62,2,"705.13"
2017,1,1,1,10,1569,423,377,4,"856.72"
2019,4,1,2,5,551,554,61,3,"533.65"
2021,2,1,1,16,1149,192,32,2,"508.86"
2017,2,1,3,5,603,376,45,3,"127.91"
2017,6,1,1,7,175,258,42,2,"1504.27"
2017,3,1,1,6,717,733,46,2,"664.44"
2021,5,1,2,13,1531,643,71,4,"237.4"
2021,5,1,3,7,989,369,69,2,"17.15"
2017,6,1,1,8,1069,249,55,3,"191.53"
2017,6,2,1,5,489,932,63,2,"60.66"
2017,5,1,1,5,486,617,66,4,"234.35"
2021,3,1,1,16,1099,135,29,1,"614.66"
2017,1,1,2,7,807,514,265,4,"173.94"
2017,2,1,3,5,605,239,48,2,"26.23"
2017,3,1,1,3,349,786,60,1,"549.57"
2017,2,1,1,10,187,452,54,1,"281.83"
2017,1,1,1,10,377,684,77,4,"48.56"
2017,1,1,2,6,714,205,64,3,"75.55"
2019,2,1,1,6,743,486,24,2,"98.21"
2017,6,1,1,6,752,951,46,2,"451.43"
2018,1,1,1,13,1511,853,58,2,"235.77"
2019,3,1,1,17,1447,7,23,1,"466.59"
2018,3,1,1,17,1458,49,20,1,"273.57"
2017,5,1,1,10,187,813,377,4,"1015.83"
2021,1,1,1,16,1156,86,428,2,"12.9"
2017,1,1,1,5,1287,619,63,2,"9.15"
2018,6,1,3,17,1446,204,18,2,"7.93"
2021,6,2,1,8,1044,206,75,2,"364.26"
2017,1,1,3,7,989,455,69,2,"16.05"
2017,4,1,1,3,367,332,52,1,"830.64"
2017,1,1,3,8,584,707,55,2,"1.18"
2021,6,1,2,7,209,13,267,2,"545.29"
2017,5,1,1,5,544,307,48,2,"721.68"
2017,4,1,1,6,743,450,24,1,"1638.31"
2017,3,1,1,10,1585,845,336,2,"84.89"
2018,5,2,1,17,445,35,318,4,"3152.56"
2019,4,2,1,5,632,706,61,3,"145.26"
2017,4,1,2,5,664,162,145,4,"84.25"
2019,3,2,1,5,684,749,45,3,"206.4"
2021,6,2,1,7,1806,265,342,4,"838.44"
2019,2,1,1,7,771,206,167,2,"22.58"
2017,5,1,1,10,1645,257,376,2,"645.58"
2017,1,2,1,5,683,3,48,3,"21.27"
2017,3,1,1,5,644,447,66,2,"697.84"
2017,4,1,3,7,989,691,369,2,"1.24"
2019,5,1,1,17,1476,178,19,2,"664.59"
2017,5,1,3,7,223,750,47,2,"2.43"
2017,2,1,2,15,468,148,12,4,"497.75"
2017,3,2,1,15,458,107,10,1,"61.35"
2019,6,2,1,6,717,413,46,4,"500.16"
2017,3,1,2,10,1663,320,37,2,"134.74"
2017,6,1,2,7,891,706,67,2,"193.36"
2017,5,1,1,6,717,491,46,2,"484.46"
2018,3,2,1,13,104,725,58,3,"344.59"
2017,5,1,2,5,642,390,61,2,"99.28"
2017,1,1,1,10,377,723,77,2,"57.03"
2017,1,1,3,5,557,65,15,3,"0"
2017,6,1,2,7,772,221,342,2,"131.16"
2019,4,1,2,17,1474,45,22,3,"159.28"
2021,2,1,3,16,1155,13,31,3,"216.86"
2017,4,1,3,5,661,426,62,3,"41.54"
2019,3,1,1,5,553,281,315,1,"427.92"
2017,3,1,1,6,717,239,46,4,"368.56"
2017,6,1,1,5,557,43,15,3,"1272.43"
2019,3,1,3,17,1481,118,22,2,"32.94"
2018,4,1,3,13,1189,140,158,3,"75.02"
2017,4,1,1,10,1574,960,154,4,"253.79"
2017,5,1,2,15,461,253,10,2,"458.57"
2017,1,1,2,15,418,58,2,3,"760.98"
2017,1,1,1,15,426,182,27,3,"1327.15"
2017,5,1,2,15,418,5,1,1,"25.6"
2017,6,1,2,15,428,50,9,4,"100.05"
2017,3,1,1,3,195,714,160,4,"164.7"
2019,4,1,2,6,700,20,64,2,"337.42"
2017,3,1,1,16,1126,93,32,2,"1371.33"
2017,3,1,1,5,605,417,48,2,"0"
2018,4,1,1,17,1429,306,21,4,"4237.44"
2017,2,1,3,5,609,109,62,2,"69.63"
2019,4,1,1,5,645,104,66,3,"479.63"
2019,1,2,1,17,1454,16,423,1,"39.16"
2021,3,2,1,13,223,111,58,2,"42.2"
2019,2,2,1,7,937,661,47,2,"807.6"
2017,4,1,1,5,582,268,48,3,"792.34"
2017,1,2,1,6,723,954,46,4,"161.22"
2017,5,1,2,3,343,379,52,1,"23.18"
2019,3,2,1,6,1429,271,464,2,"58.65"
2017,2,1,3,5,524,750,168,4,"16"
2018,5,2,1,6,717,393,46,2,"22.12"
2017,1,1,1,5,568,435,62,3,"175.52"
2021,5,1,1,13,1531,653,71,4,"703.12"
2019,3,1,3,5,614,285,61,1,"753.52"
2017,1,1,2,10,1660,104,76,4,"86.48"
2019,5,1,2,6,700,4,64,2,"379.94"
2021,5,1,1,7,989,498,69,4,"24.4"
2017,1,1,2,6,714,213,64,2,"99.7"
2017,6,1,3,3,528,16,160,2,"44.59"
2018,4,1,1,6,729,429,24,3,"966.4"
2017,3,2,1,6,569,521,46,2,"22.49"
2017,6,1,1,5,664,574,45,1,"154.97"
2017,4,1,1,15,412,174,7,4,"147.55"
2017,6,1,1,5,543,126,48,2,"540.56"
2017,1,1,2,16,1105,211,31,3,"54.84"
2017,5,2,1,5,644,417,66,3,"25.59"
2017,3,1,1,5,543,147,48,3,"874.47"
2017,3,1,3,3,319,956,59,4,"270.23"
2017,5,1,2,7,928,668,65,2,"270.41"
2017,1,1,1,7,807,893,465,4,"427.67"
2017,5,1,1,15,461,194,10,2,"54.9"
2018,5,2,1,17,445,281,18,2,"742.96"
2018,3,2,1,17,1458,226,20,2,"155.44"
2019,4,1,1,5,638,399,63,2,"624.85"
2018,6,1,1,17,1465,170,17,2,"2416.96"
2021,6,1,1,8,1074,216,55,1,"1388.8"
2019,1,1,1,7,188,317,165,2,"45.03"
2017,3,1,1,4,1225,664,56,4,"43.52"
2021,3,1,1,16,1164,65,29,1,"1942.67"
2017,3,1,1,16,1118,137,35,1,"619.15"
2019,4,1,1,5,675,214,45,4,"13.02"
2017,1,1,2,5,557,51,15,3,"51.94"
2017,3,1,1,15,458,3,10,4,"151.15"
2019,5,1,3,5,605,243,48,1,"1172.42"
2019,2,1,1,17,1447,234,23,3,"3.06"
2019,5,1,2,17,1476,223,19,2,"327.74"
2021,6,1,1,7,862,281,47,2,"870.25"
2021,1,1,2,16,1104,155,428,2,"1054.94"
2017,1,1,3,5,524,91,68,4,"0.74"
2017,3,1,1,10,1721,491,336,2,"2349.34"
2017,1,1,1,7,811,869,569,4,"177.01"
2021,2,1,2,16,1155,152,32,1,"46.96"
2018,1,1,1,13,1539,256,158,2,"475.92"
2017,4,2,1,5,544,301,48,2,"21.27"
2017,3,1,1,10,1657,60,336,4,"1018.37"
2018,3,1,1,6,1592,556,46,2,"174.52"
2019,3,1,1,17,1447,88,23,1,"317.26"
2017,1,1,1,8,1072,145,254,2,"53.16"
2018,4,1,2,13,925,952,58,4,"24.88"
2018,2,1,1,13,708,637,158,3,"23.61"
2021,3,1,2,13,187,7,158,1,"37.46"
2017,6,1,2,7,952,488,167,2,"92.72"
2021,6,1,1,7,209,103,267,4,"1314.23"
2019,3,1,1,5,33,751,61,2,"18.06"
2017,5,1,2,7,952,145,67,2,"39.2"
2017,4,1,3,7,992,732,565,4,"0"
2017,6,2,1,6,569,320,46,2,"44.98"
2017,2,1,3,10,1431,531,54,3,"17.49"
2017,4,1,1,10,1702,619,436,2,"4543.42"
2019,1,1,3,17,1415,352,23,2,"10.33"
2017,2,2,1,15,468,7,12,2,"81.92"
2017,6,1,2,15,434,190,14,2,"169.17"
2021,6,1,1,13,925,177,158,3,"67.21"
2019,3,1,1,5,538,591,45,4,"277.47"
2017,6,1,1,5,239,376,48,3,"1165.03"
2017,5,1,3,3,189,289,52,1,"25.01"
2019,3,1,2,17,1419,125,21,3,"170.79"
2017,5,1,1,10,1800,333,377,4,"35.95"
2017,1,1,1,6,711,17,146,4,"801.05"
2018,3,1,3,13,1189,137,158,1,"66.73"
2017,2,1,1,5,239,476,48,3,"829.15"
2017,6,1,1,5,664,315,145,3,"127.63"
2017,1,2,1,15,87,15,11,1,"19.35"
2017,6,2,1,3,299,560,60,1,"84.51"
2017,5,1,1,5,543,145,48,3,"332.6"
2019,5,1,2,6,700,308,64,2,"50.64"
2017,4,1,3,6,1094,484,24,1,"73.27"
2017,3,1,1,3,804,870,160,3,"4164.37"
2017,4,1,1,5,647,282,66,2,"84.32"
2019,2,1,1,6,742,336,24,3,"0"
2019,2,1,3,7,964,589,565,4,"0"
2017,3,1,3,5,609,244,62,4,"3.05"
2017,5,1,2,10,1752,621,376,2,"26.4"
2017,3,1,1,6,717,138,46,2,"363.9"
2017,6,1,1,8,948,121,55,1,"316.07"
2017,6,1,1,3,355,641,160,2,"153.11"
2019,4,1,1,5,488,376,66,1,"455.41"
2017,2,1,3,5,591,181,45,1,"959.74"
2019,4,1,1,17,187,40,21,2,"900.5"
2019,2,1,3,17,1406,396,18,2,"6.71"
2017,1,1,2,5,687,184,15,2,"768.5"
2018,4,1,1,17,445,226,18,2,"148.02"
2017,1,1,1,6,700,674,64,4,"1127.9"
2017,5,1,2,15,418,36,2,3,"343.27"
2017,1,2,1,15,426,185,27,1,"68.49"
2017,5,1,2,5,637,172,61,3,"83.6"
2017,4,2,1,3,1459,466,260,2,"26.73"
2021,4,1,1,13,636,219,158,4,"36.19"
2021,5,1,2,7,961,611,369,2,"48.54"
2019,3,2,1,17,1428,141,21,2,"19.83"
2017,1,1,2,16,1102,210,31,3,"39.52"
2017,3,1,2,5,644,466,66,2,"107.04"
2017,5,2,1,5,538,607,45,4,"172.7"
2017,5,1,1,6,717,202,146,4,"345.87"
2017,3,1,3,3,319,472,59,2,"41.43"
2018,3,2,1,17,1439,167,21,3,"19.52"
2019,2,1,1,7,926,956,167,2,"14.64"
2021,6,1,3,7,1301,702,67,4,"5.76"
2017,3,1,3,16,1147,36,34,4,"527.04"
2018,5,2,1,17,445,34,318,4,"903.6"
2021,6,1,1,7,941,344,42,4,"739.09"
2017,1,1,1,10,377,723,77,4,"96.18"
2021,3,1,3,16,1099,16,28,1,"2531.17"
2017,1,1,1,10,1638,700,376,4,"316.14"
2017,1,1,2,5,557,133,15,1,"176.43"
2019,6,1,1,6,717,499,46,4,"242.64"
2017,4,1,3,15,187,175,7,2,"132.02"
2017,1,1,1,5,645,38,66,3,"1193.97"
2019,3,2,1,5,638,397,63,4,"55.68"
2017,1,1,1,5,677,602,61,4,"729.6"
2019,4,1,1,6,700,20,64,2,"776.4"
2018,1,1,1,13,1539,527,158,3,"305.91"
2017,3,1,1,10,1764,521,37,2,"1284.14"
2018,4,1,1,17,1424,79,21,2,"1044.82"
2019,1,1,1,7,796,672,165,2,"215.31"
2017,5,1,1,15,467,110,13,3,"2283.75"
2018,4,1,1,6,742,328,24,2,"73.23"
2017,6,1,3,15,443,215,11,1,"5064.95"
2017,5,1,2,7,223,367,147,4,"42.7"
2019,2,2,1,6,727,15,46,2,"575.36"
2021,6,1,3,7,1015,482,367,4,"0"
2017,6,1,1,5,543,119,48,2,"792.4"
2018,2,1,2,13,708,791,158,2,"36.38"
2017,6,1,2,5,664,198,145,4,"218.59"
2017,1,1,2,15,426,34,27,2,"983.06"
2018,3,1,1,6,717,481,46,2,"612.47"
2019,5,1,3,17,1458,229,20,2,"296.57"
2017,1,1,1,15,443,204,11,1,"1050.47"
2019,1,1,2,17,1436,390,23,2,"14.76"
2017,3,1,3,6,569,55,146,2,"29.28"
2017,5,2,1,10,1752,593,376,2,"28.29"
2021,2,1,1,13,1500,742,58,4,"587.08"
2017,4,1,1,7,812,432,569,2,"1062.96"
2019,2,1,2,7,415,844,365,4,"26.24"
2017,2,1,2,15,415,146,12,2,"305.24"
2021,6,1,1,8,1044,284,75,1,"456.45"
2019,4,1,2,5,690,195,62,4,"130.92"
2019,3,2,1,6,700,287,64,2,"19.7"
2021,3,1,3,13,238,69,58,2,"0"
2017,6,1,2,3,199,679,60,2,"148.98"
2017,5,1,1,10,1652,826,377,3,"34.16"
2017,4,1,3,5,661,412,62,2,"103.96"
2021,1,1,1,16,1104,115,428,2,"224.29"
2017,1,1,1,8,1076,499,75,1,"441.34"
2017,6,1,3,8,948,190,75,3,"42.88"
2017,2,1,2,5,687,165,15,2,"304.03"
2017,3,2,1,3,279,729,160,1,"178.8"
2017,1,1,2,6,711,193,146,2,"346.15"
2017,5,1,1,3,194,163,60,1,"887.83"
2018,6,1,3,17,1410,107,17,4,"29.28"
2017,3,1,1,4,401,928,56,3,"303.24"
2021,6,1,2,13,1300,858,158,2,"21.66"
2018,5,1,1,6,717,336,46,2,"485.43"
2017,1,1,1,5,609,25,62,2,"1005.34"
2018,4,1,1,13,925,379,58,3,"51.46"
2017,3,1,2,10,1731,451,37,2,"278.8"
2018,5,2,1,17,445,280,18,2,"160.64"
2019,3,2,1,17,1419,124,21,3,"634.56"
2017,5,1,2,15,418,42,6,3,"44.12"
2019,4,1,1,5,632,301,61,1,"702"
2017,3,1,3,15,428,104,9,2,"63.82"
2017,2,1,1,10,1759,467,154,4,"231.29"
2021,4,1,1,13,187,913,158,1,"11.25"
2017,1,1,1,7,807,87,765,4,"72.63"
2017,1,1,2,10,1645,753,376,2,"217.97"
2017,4,1,2,5,489,921,63,4,"431.64"
2017,3,2,1,6,715,539,46,2,"20.46"
2017,3,2,1,5,486,803,66,2,"72.84"
2019,3,1,2,17,1447,307,23,3,"221.44"
2017,6,1,2,7,209,41,267,2,"331.27"
2017,3,1,1,5,543,108,48,2,"56.74"
2017,4,1,1,10,1656,550,76,2,"966.74"
2021,3,2,1,16,1158,211,30,2,"173.25"
2017,5,1,2,6,722,775,46,2,"143.42"
2018,3,1,1,17,1439,147,21,2,"879.62"
2017,1,1,2,5,524,439,268,4,"64.89"
2021,2,1,1,16,167,41,31,2,"3389.72"
2018,1,1,1,13,1539,554,158,3,"343.95"
2019,5,2,1,6,700,265,64,2,"256.1"
2021,6,1,2,7,781,430,267,2,"61.89"
2017,4,1,2,6,1094,531,24,3,"347.51"
